MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50,RM,7920,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,Other,SBrkr,TA,Fa,CBlock,None,None,None,None,0,None,0,319,319,GasA,TA,Y,,1035,371,0,1406,0,0,1,0,3,1,Fa,6,Typ,0,None,None,Other,None,0,0,None,None,N,0,144,0,0,0,0,None,None,None,0,3,2008,WD,Normal,89500.0
30,RL,12342,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,TA,TA,CBlock,None,None,None,None,262,None,0,599,861,GasA,Ex,Y,,861,0,0,861,0,0,1,0,1,1,TA,4,Typ,0,None,None,Other,None,2,539,None,None,Y,158,0,0,0,0,0,None,None,None,0,3,2009,WD,Normal,82500.0
20,RL,12378,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,TA,PConc,None,None,None,None,1274,None,0,622,1896,GasA,Ex,Y,,1944,0,0,1944,1,0,2,0,3,1,Ex,8,Typ,3,None,None,Other,None,3,708,None,None,Y,208,175,0,0,0,0,None,None,None,0,11,2006,WD,Normal,360000.0
60,RL,7685,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,Other,SBrkr,TA,TA,PConc,None,None,None,None,518,None,0,179,697,GasA,Gd,Y,,697,804,0,1501,0,0,2,1,3,1,Gd,6,Typ,1,None,None,Other,None,2,420,None,None,Y,190,63,0,0,0,0,None,None,None,0,5,2006,WD,Normal,165600.0
20,RL,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,TA,Gd,CBlock,None,None,None,None,680,None,0,292,972,GasA,Ex,Y,,972,0,0,972,1,0,1,0,2,1,TA,5,Typ,1,None,None,Other,None,1,240,None,None,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,132000.0
190,RM,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,Other,SBrkr,TA,TA,CBlock,None,None,None,None,507,None,0,286,793,GasA,TA,Y,,793,325,0,1118,1,0,1,0,3,1,TA,5,Typ,1,None,None,Other,None,2,410,None,None,Y,0,0,0,0,271,0,None,None,None,0,5,2006,WD,Normal,119900.0
20,RL,215245,Pave,None,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,Other,SBrkr,TA,TA,CBlock,None,None,None,None,1236,None,820,80,2136,GasW,TA,Y,,2036,0,0,2036,2,0,2,0,3,1,TA,8,Typ,2,None,None,Other,None,2,513,None,None,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,375000.0
70,RM,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,Other,SBrkr,TA,TA,BrkTil,None,None,None,None,16,None,0,712,728,GasA,Ex,Y,,832,809,0,1641,0,1,1,1,3,1,Ex,6,Typ,1,None,None,Other,None,2,546,None,None,Y,0,0,234,0,0,0,None,None,None,0,8,2006,WD,Normal,178000.0
60,RL,7795,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,TA,PConc,None,None,None,None,425,None,0,291,716,GasA,Ex,Y,,716,716,0,1432,1,0,2,1,3,1,Gd,6,Typ,1,None,None,Other,None,2,432,None,None,Y,100,51,0,0,0,0,None,None,None,0,7,2009,WD,Normal,188500.0
60,RL,13005,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,Other,SBrkr,Gd,TA,CBlock,None,None,None,None,692,None,0,153,845,GasA,TA,Y,,1153,1200,0,2353,1,0,2,1,4,1,Ex,10,Typ,1,None,None,Other,None,2,484,None,None,Y,288,195,0,0,0,0,None,None,None,0,8,2009,WD,Normal,260000.0
60,FV,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,TA,PConc,None,None,None,None,0,None,0,1088,1088,GasA,Ex,Y,,1088,871,0,1959,0,0,2,1,3,1,Gd,8,Typ,1,None,None,Other,None,3,1025,None,None,Y,208,46,0,0,0,0,None,None,None,0,12,2007,WD,Normal,270000.0
60,RL,9900,Pave,None,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Other,SBrkr,Gd,TA,PConc,None,None,None,None,987,None,0,360,1347,GasA,Ex,Y,,1372,1274,0,2646,1,0,2,1,4,1,Gd,9,Typ,1,None,None,Other,None,3,656,None,None,Y,340,60,144,0,0,0,None,None,None,0,4,2009,WD,Normal,260000.0
80,RL,14115,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,Other,SBrkr,TA,TA,CBlock,None,None,None,None,1036,None,0,336,1372,GasA,TA,Y,,1472,0,0,1472,1,0,2,0,3,1,TA,6,Typ,2,None,None,Other,None,2,588,None,None,Y,233,48,0,0,0,0,None,None,None,0,6,2009,WD,Normal,187500.0
60,RL,16259,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,TA,TA,PConc,None,None,None,None,0,None,0,1249,1249,GasA,Ex,Y,,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,Typ,0,None,None,Other,None,3,840,None,None,Y,240,154,0,0,0,0,None,None,None,0,9,2006,New,Partial,342643.0
60,RL,12099,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,TA,PConc,None,None,None,None,970,None,0,166,1136,GasA,Ex,Y,,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,Typ,1,None,None,Other,None,3,872,None,None,Y,184,154,0,0,0,0,None,None,None,0,6,2007,WD,Normal,354000.0
60,RL,10380,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,Other,SBrkr,Gd,TA,CBlock,None,None,None,None,28,None,1474,0,1502,GasA,Ex,Y,,1553,1177,0,2730,1,0,2,1,4,1,Gd,8,Typ,1,None,None,Other,None,2,576,None,None,Y,201,96,0,0,0,0,None,None,None,0,8,2007,WD,Normal,301000.0
20,RM,5820,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,TA,Gd,CBlock,None,None,None,None,256,None,0,906,1162,GasA,Ex,Y,,1163,0,0,1163,1,0,1,0,3,1,TA,6,Typ,0,None,None,Other,None,1,220,None,None,Y,142,98,0,0,0,0,None,None,None,0,7,2006,WD,Normal,126175.0
80,RL,11275,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,Other,SBrkr,Gd,Gd,CBlock,None,None,None,None,0,None,0,710,710,GasA,Ex,Y,,1898,1080,0,2978,0,0,2,1,5,1,Gd,11,Typ,1,None,None,Other,None,2,564,None,None,Y,240,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,242000.0
45,RM,5000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,Other,SBrkr,TA,TA,CBlock,None,None,None,None,116,None,0,604,720,GasA,Po,N,,803,0,0,803,0,0,1,0,2,1,TA,5,Typ,0,None,None,Other,None,2,360,None,None,Y,0,0,244,0,0,0,None,None,None,0,12,2007,WD,Normal,87000.0
120,RL,10846,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,Other,SBrkr,Gd,TA,PConc,None,None,None,None,1619,None,0,100,1719,GasA,Ex,Y,,1719,0,0,1719,2,0,1,1,1,1,Gd,6,Typ,2,None,None,Other,None,2,473,None,None,Y,122,30,0,0,0,0,None,None,None,0,5,2008,Con,Normal,324000.0
20,RL,11600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,Other,SBrkr,TA,TA,CBlock,None,None,None,None,565,None,0,818,1383,GasA,TA,Y,,1383,0,0,1383,0,0,1,1,3,1,TA,7,Typ,0,None,None,Other,None,1,292,None,None,Y,0,45,0,0,0,0,None,None,None,0,4,2006,WD,Normal,145250.0
75,RL,11888,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,Other,SBrkr,TA,TA,BrkTil,None,None,None,None,0,None,0,844,844,GasA,Gd,N,,1445,689,0,2134,0,0,2,0,5,1,Gd,10,Typ,0,None,None,Other,None,2,441,None,None,Y,0,60,268,0,0,0,None,None,None,0,7,2009,WD,Normal,214500.0
70,RM,6402,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,Other,SBrkr,TA,TA,PConc,None,None,None,None,0,None,0,596,596,GasA,TA,N,,596,596,0,1192,0,0,1,0,3,1,TA,6,Typ,0,None,None,Other,None,1,189,None,None,N,0,0,137,0,0,0,None,None,None,0,7,2009,WD,Normal,78000.0
90,RL,10624,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,Other,SBrkr,TA,TA,CBlock,None,None,None,None,40,None,264,1424,1728,GasA,TA,Y,,1728,0,0,1728,0,1,2,0,6,2,TA,10,Typ,0,None,None,Other,None,1,352,None,None,Y,155,0,0,0,0,0,None,None,None,0,11,2007,WD,Normal,119000.0
20,RL,8176,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,Other,SBrkr,TA,TA,CBlock,None,None,None,None,846,None,0,210,1056,GasA,Fa,Y,,1056,0,0,1056,1,0,1,0,3,1,TA,6,Typ,0,None,None,Other,None,1,308,None,None,Y,0,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,139000.0
20,RL,10655,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,TA,PConc,None,None,None,None,1124,None,479,1603,3206,GasA,Ex,Y,,1629,0,0,1629,1,0,2,0,3,1,Gd,7,Typ,1,None,None,Other,None,3,880,None,None,Y,0,0,0,0,0,0,None,None,None,0,10,2009,WD,Normal,284000.0
120,RM,8198,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,TA,PConc,None,None,None,None,720,None,0,638,1358,GasA,Ex,Y,,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,None,None,Other,None,2,484,None,None,Y,192,30,0,0,0,0,None,None,None,0,7,2008,WD,Normal,207000.0
60,RL,9042,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,TA,TA,PConc,None,None,None,None,828,None,0,115,943,GasA,Gd,Y,,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,None,None,Other,None,2,472,None,None,Y,100,38,0,0,0,0,None,None,None,0,7,2008,WD,Normal,192000.0
190,RL,164660,Grvl,None,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,Other,SBrkr,TA,TA,CBlock,None,None,None,None,1249,None,147,103,1499,GasA,Ex,Y,,1619,167,0,1786,2,0,2,0,3,1,TA,7,Typ,2,None,None,Other,None,2,529,None,None,Y,670,0,0,0,0,0,None,None,None,700,8,2008,WD,Normal,228950.0
20,RL,14157,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,TA,PConc,None,None,None,None,1249,None,0,673,1922,GasA,Ex,Y,,1922,0,0,1922,1,0,2,0,3,1,Gd,8,Typ,1,None,None,Other,None,3,676,None,None,Y,178,51,0,0,0,0,None,None,None,0,7,2007,WD,Normal,377426.0
20,RL,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,TA,PConc,None,None,None,None,810,None,0,726,1536,GasA,Ex,Y,,1536,0,0,1536,1,0,2,0,3,1,Gd,7,Typ,0,None,None,Other,None,2,532,None,None,Y,192,74,0,0,0,0,None,None,None,0,12,2008,WD,Normal,214000.0
20,RL,14145,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,Other,SBrkr,Gd,TA,CBlock,None,None,None,None,213,None,0,995,1208,GasA,Ex,Y,,1621,0,0,1621,1,0,2,0,3,1,Gd,8,Typ,0,None,None,Other,None,2,440,None,None,Y,108,45,0,0,0,0,None,None,None,400,5,2006,WD,Normal,202500.0
20,RL,12400,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,Other,SBrkr,TA,TA,CBlock,None,None,None,None,585,None,0,630,1215,GasA,TA,Y,,1215,0,0,1215,0,0,1,0,3,1,TA,6,Typ,0,None,None,Other,None,1,297,None,None,Y,0,0,0,0,234,0,None,None,None,0,6,2009,WD,Normal,155000.0
60,RL,14191,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,TA,PConc,None,None,None,None,0,None,0,967,967,GasA,Ex,Y,,993,915,0,1908,0,0,2,1,4,1,Gd,9,Typ,0,None,None,Other,None,2,431,None,None,Y,135,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,202900.0
20,RH,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,Other,SBrkr,Fa,Fa,CBlock,None,None,None,None,0,None,0,721,721,GasA,Gd,Y,,841,0,0,841,0,0,1,0,2,1,TA,4,Typ,0,None,None,Other,None,1,294,None,None,N,250,0,24,0,0,0,None,None,None,0,9,2009,WD,Normal,82000.0
90,RL,8544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,Other,SBrkr,TA,TA,Slab,None,None,None,None,0,None,0,0,0,Wall,Fa,N,,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,None,None,Other,None,2,400,None,None,Y,0,0,0,0,0,0,None,None,None,0,5,2006,WD,Normal,87500.0
120,RL,8849,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,Other,SBrkr,Ex,TA,PConc,None,None,None,None,28,None,0,1656,1684,GasA,Ex,Y,,1684,0,0,1684,0,0,2,0,2,1,Ex,6,Typ,1,None,None,Other,None,2,564,None,None,Y,495,72,0,0,0,0,None,None,None,0,7,2008,WD,Normal,266000.0
160,RM,2592,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,Other,SBrkr,TA,TA,CBlock,None,None,None,None,129,None,232,175,536,GasA,TA,Y,,536,576,0,1112,0,0,1,1,3,1,TA,4,Typ,0,None,None,Other,None,1,336,None,None,Y,182,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,85000.0
50,RL,6435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,Other,SBrkr,TA,TA,BrkTil,None,None,None,None,0,None,0,972,972,GasA,Gd,Y,,972,605,0,1577,0,0,1,0,3,1,Fa,6,Typ,1,None,None,Other,None,1,312,None,None,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,140200.0
20,RL,12772,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,Other,SBrkr,TA,Gd,CBlock,None,None,None,None,498,None,0,460,958,GasA,TA,Y,,958,0,0,958,0,0,1,0,2,1,TA,5,Typ,0,None,None,Other,None,1,301,None,None,Y,0,0,0,0,0,0,None,None,None,15500,4,2007,WD,Normal,151500.0
20,RL,17600,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,Other,SBrkr,TA,TA,CBlock,None,None,None,None,1270,None,0,208,1478,GasA,Ex,Y,,1478,0,0,1478,1,0,2,0,3,1,TA,6,Typ,2,None,None,Other,None,2,498,None,None,Y,0,40,0,0,0,0,None,None,None,0,12,2009,WD,Normal,157500.0
160,RL,2448,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Other,SBrkr,Gd,TA,PConc,None,None,None,None,573,None,0,191,764,GasA,Ex,Y,,764,862,0,1626,1,0,2,1,2,1,Gd,6,Typ,0,None,None,Other,None,2,474,None,None,Y,0,27,0,0,0,0,None,None,None,0,10,2008,WD,Normal,154000.0
60,RL,20431,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Other,SBrkr,Ex,TA,PConc,None,None,None,None,1410,None,0,438,1848,GasA,Ex,Y,,1848,880,0,2728,1,0,2,1,4,1,Ex,10,Typ,2,None,None,Other,None,3,706,None,None,Y,0,0,0,0,0,0,None,None,None,0,4,2006,New,Partial,437154.0
120,RL,7820,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,Other,SBrkr,Ex,TA,PConc,None,None,None,None,0,None,0,1869,1869,GasA,Ex,Y,,1869,0,0,1869,0,0,2,0,2,1,Ex,6,Typ,1,None,None,Other,None,2,617,None,None,Y,210,54,0,0,0,0,None,None,None,0,12,2007,New,Partial,318061.0
120,RL,5271,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,Other,SBrkr,TA,TA,PConc,None,None,None,None,1082,None,0,371,1453,GasA,Gd,Y,,1453,0,0,1453,1,0,1,1,2,1,Gd,6,Typ,1,None,None,Other,None,2,445,None,None,Y,0,80,0,0,184,0,None,None,None,0,12,2006,WD,Abnorml,190000.0
50,RL,9084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,TA,TA,CBlock,None,None,None,None,236,None,380,0,616,GasA,TA,N,,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,0,None,None,Other,None,1,200,None,None,Y,48,0,0,0,0,0,None,None,None,0,3,2008,ConLw,Normal,95000.0
30,RM,8520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,TA,Gd,BrkTil,None,None,None,None,0,None,0,624,624,GasA,Gd,Y,,720,0,0,720,0,0,1,0,2,1,TA,5,Typ,0,None,None,Other,None,2,484,None,None,Y,106,0,0,0,0,0,None,None,None,0,5,2010,WD,Normal,105900.0
50,RL,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,Other,SBrkr,TA,TA,CBlock,None,None,None,None,388,None,0,552,940,GasA,Ex,Y,,1192,403,0,1595,0,0,1,0,2,1,TA,6,Typ,2,None,None,Other,None,1,240,None,None,Y,0,0,108,0,0,0,None,None,None,0,6,2006,WD,Normal,140000.0
20,RL,11249,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,Gd,PConc,None,None,None,None,334,None,544,322,1200,GasA,Ex,Y,,1200,0,0,1200,1,0,2,0,3,1,Gd,6,Typ,0,None,None,Other,None,2,521,None,None,Y,0,26,0,0,0,0,None,None,None,0,8,2007,WD,Normal,177500.0
20,RL,9248,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,Other,SBrkr,TA,TA,PConc,None,None,None,None,560,None,0,598,1158,GasA,Gd,Y,,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,None,None,Other,None,2,400,None,None,Y,120,26,0,0,0,0,None,None,None,0,7,2009,WD,Normal,173000.0
120,RM,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,Other,SBrkr,TA,TA,PConc,None,None,None,None,874,None,0,268,1142,GasA,TA,Y,,1142,0,0,1142,1,0,1,1,3,1,TA,6,Typ,1,None,None,Other,None,2,528,None,None,Y,536,90,0,0,0,0,None,None,None,0,8,2007,WD,Normal,134000.0
80,RL,6930,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,Other,SBrkr,TA,TA,CBlock,None,None,None,None,300,None,294,468,1062,GasA,Ex,Y,,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Min2,0,None,None,Other,None,1,288,None,None,Y,168,0,294,0,0,0,None,None,None,0,7,2006,WD,Abnorml,130000.0
60,RL,12011,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,Gd,TA,PConc,None,None,None,None,956,None,0,130,1086,GasA,Ex,Y,,1086,838,0,1924,1,0,2,1,3,1,Gd,7,Typ,1,None,None,Other,None,2,592,None,None,Y,208,75,0,0,374,0,None,None,None,0,6,2006,WD,Normal,280000.0
85,RL,7540,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,Other,SBrkr,TA,TA,CBlock,None,None,None,None,773,None,0,115,888,GasA,Ex,Y,,912,0,0,912,1,0,1,0,2,1,TA,5,Typ,1,None,None,Other,None,2,470,None,None,Y,0,0,0,0,192,0,None,None,None,0,6,2007,WD,Normal,156000.0
50,RL,9144,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,Other,SBrkr,TA,TA,CBlock,None,None,None,None,399,None,0,484,883,GasA,Gd,Y,,988,517,0,1505,1,0,1,0,3,1,TA,8,Typ,0,None,None,Other,None,1,240,None,None,N,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,145000.0
85,RL,7301,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,Other,SBrkr,Gd,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,None,None,Other,None,2,672,None,None,Y,0,0,177,0,0,0,None,None,None,0,7,2009,ConLD,Normal,198500.0
160,RM,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,Other,SBrkr,TA,TA,CBlock,None,None,None,None,162,None,0,321,483,GasA,Gd,Y,,483,504,0,987,0,0,1,1,2,1,Gd,5,Typ,0,None,None,Other,None,1,264,None,None,Y,250,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,118000.0
